air_store_id,visit_date,visitors,rf_prediction,extra_trees_prediction,gradient_boosting_prediction,predicted_visitors,predicted_visitors_rounded,absolute_error
air_36bcf77d3382d36e,2017-04-07,38,27.801596728151075,27.631622579834733,27.503658513574738,27.64562594052018,28,10.35437405947982
air_36bcf77d3382d36e,2017-04-08,47,57.45007761904762,58.08007406152894,63.305625036787426,59.61192557245466,60,12.611925572454659
air_36bcf77d3382d36e,2017-04-09,67,50.75284740259737,50.96822438125709,47.854327751629235,49.85846651182789,50,17.141533488172108
air_36bcf77d3382d36e,2017-04-10,19,23.18210741529939,22.284573870952745,25.599312231679193,23.688664505977112,24,4.688664505977112
air_36bcf77d3382d36e,2017-04-11,17,20.0385559296396,22.37537081379474,20.31460526013105,20.90951066785513,21,3.9095106678551304
air_36bcf77d3382d36e,2017-04-12,15,21.671830851244927,23.17133355803907,24.065210786369732,22.969458398551243,23,7.969458398551243
air_36bcf77d3382d36e,2017-04-13,12,21.130092480369235,21.846188155091777,21.23971523991868,21.405331958459897,21,9.405331958459897
air_36bcf77d3382d36e,2017-04-14,40,29.7748492063492,28.298382648013877,29.55061862586173,29.207950160074933,29,10.792049839925067
air_36bcf77d3382d36e,2017-04-15,66,56.20010777777778,58.5333553231803,65.07684033237979,59.936767811112624,60,6.063232188887376
air_36bcf77d3382d36e,2017-04-16,62,50.12160079365078,50.63677415550626,49.17745819433228,49.978611047829766,50,12.021388952170234
air_36bcf77d3382d36e,2017-04-17,24,21.71518391189556,20.766906410438196,19.607314926183292,20.69646841617235,21,3.303531583827649
air_36bcf77d3382d36e,2017-04-18,13,21.009569841372066,22.415877029542383,21.470672368317267,21.632039746410573,22,8.632039746410573
air_36bcf77d3382d36e,2017-04-19,30,21.121424432407938,21.70473943062337,18.822984692407317,20.54971618514621,21,9.45028381485379
air_36bcf77d3382d36e,2017-04-20,19,21.865032559905945,22.56596605552424,23.292997611346134,22.57466540892544,23,3.5746654089254406
air_36bcf77d3382d36e,2017-04-21,21,30.72689396825398,29.673097011359737,30.682096393361164,30.360695790991628,30,9.360695790991628
air_36bcf77d3382d36e,2017-04-22,50,55.291099206349244,57.537422153365064,55.02065480061438,55.94972538677623,56,5.94972538677623
air_5c817ef28f236bdf,2017-03-15,12,30.80704243297384,30.334822274733718,26.204218013974284,29.11536090722728,29,17.11536090722728
air_5c817ef28f236bdf,2017-03-16,30,34.45156295437807,34.986453484044496,35.763087240656034,35.067034559692864,35,5.067034559692864
air_5c817ef28f236bdf,2017-03-17,54,46.43007208864845,42.38150659350282,56.592086720644836,48.4678884675987,48,5.532111532401302
air_5c817ef28f236bdf,2017-03-18,71,81.00107659645498,83.30186214205456,90.94713737611092,85.08335870487349,85,14.08335870487349
air_5c817ef28f236bdf,2017-03-19,88,47.69398857336694,47.97431333615916,45.78802977137227,47.152110560299455,47,40.847889439700545
air_5c817ef28f236bdf,2017-03-20,35,37.61064173948185,36.45583954528188,41.08892363059152,38.385134971785085,38,3.385134971785085
air_5c817ef28f236bdf,2017-03-21,4,30.795142633272526,30.42504125726887,25.40194994047019,28.874044610337194,29,24.874044610337194
air_5c817ef28f236bdf,2017-03-22,33,29.266600598013103,29.197782913529398,37.79657020368317,32.08698457174189,32,0.9130154282581131
air_5c817ef28f236bdf,2017-03-23,29,35.99906773166448,36.00201995278807,39.81474004521715,37.27194257655657,37,8.271942576556569
air_5c817ef28f236bdf,2017-03-24,70,48.33293100833577,45.00674990571646,60.13327768184665,51.15765286529963,51,18.84234713470037
air_5c817ef28f236bdf,2017-03-25,95,78.63887024724865,80.832514754967,83.70211746160214,81.05783415460593,81,13.942165845394072
air_5c817ef28f236bdf,2017-03-26,33,48.860456538734944,51.669905978599566,55.973332989620026,52.167898502318174,52,19.167898502318174
air_5c817ef28f236bdf,2017-03-27,48,30.789036472766377,30.124753779014434,29.739618473369898,30.21780290838357,30,17.78219709161643
air_5c817ef28f236bdf,2017-03-28,21,31.920123393273393,31.522778286554352,44.41928610817198,35.95406259599991,36,14.954062595999908
air_5c817ef28f236bdf,2017-03-29,39,30.11093737844982,31.30913254286149,37.57042580751224,32.99683190960785,33,6.003168090392151
air_5c817ef28f236bdf,2017-03-30,36,34.96342960095462,33.957468860432435,36.91299429103307,35.27796425080671,35,0.7220357491932887
air_5c817ef28f236bdf,2017-03-31,79,47.04761237034291,45.206348455392735,54.689501129285865,48.981153985007175,49,30.018846014992825
air_5c817ef28f236bdf,2017-04-01,67,78.99974860222697,81.55712747839752,77.90283206030857,79.48656938031102,79,12.486569380311025
air_5c817ef28f236bdf,2017-04-02,55,45.78771810966811,48.62566527878709,40.58956426074078,45.000982549731994,45,9.999017450268006
air_5c817ef28f236bdf,2017-04-03,21,30.445188682034445,30.416895564782077,30.626551868601783,30.496212038472766,30,9.496212038472766
air_5c817ef28f236bdf,2017-04-04,45,28.473878526222713,29.118122129717246,35.12498626153642,30.90566230582546,31,14.094337694174541
air_5c817ef28f236bdf,2017-04-05,44,29.656384698099192,29.540319726764757,28.122066450823112,29.106256958562355,29,14.893743041437645
air_5c817ef28f236bdf,2017-04-06,22,33.025633234618596,33.725777900324445,32.106281629456504,32.952564254799846,33,10.952564254799846
air_5c817ef28f236bdf,2017-04-07,56,41.84757517672773,39.51403462058807,39.72322245042448,40.36161074924676,40,15.638389250753242
air_5c817ef28f236bdf,2017-04-08,71,77.29493707943601,78.92784988737458,72.88745123322495,76.37007940001185,76,5.370079400011846
air_5c817ef28f236bdf,2017-04-09,40,53.15268619241457,51.347899173863105,55.9506590133568,53.48374812654483,53,13.483748126544832
air_5c817ef28f236bdf,2017-04-10,26,28.58778723741595,27.870971042115094,21.426400220272566,25.961719499934535,26,0.038280500065464906
air_5c817ef28f236bdf,2017-04-11,23,27.384011712893468,28.26244565124615,21.46820325387563,25.70488687267175,26,2.70488687267175
air_5c817ef28f236bdf,2017-04-12,44,30.405697367567285,31.147128434119395,31.107711671075652,30.88684582425411,31,13.11315417574589
air_5c817ef28f236bdf,2017-04-13,19,32.6769267704559,33.824494334697185,34.88105496517783,33.7941586901103,34,14.7941586901103
air_5c817ef28f236bdf,2017-04-14,55,48.987779294995306,46.09954352739849,55.69825517136754,50.26185933125378,50,4.738140668746219
air_5c817ef28f236bdf,2017-04-15,69,80.61136656759493,80.35701225434994,84.45648239518107,81.80828707237531,82,12.808287072375308
air_5c817ef28f236bdf,2017-04-16,60,49.5928173878424,48.911562900642444,55.193855757496685,51.23274534866051,51,8.767254651339492
air_5c817ef28f236bdf,2017-04-17,18,28.627776685576436,29.10969173528015,24.547038734129774,27.42816905166212,27,9.42816905166212
air_5c817ef28f236bdf,2017-04-18,30,30.63995033121227,29.016999862070318,30.13005916721372,29.929003120165433,30,0.07099687983456704
air_5c817ef28f236bdf,2017-04-19,20,31.319622636952094,32.1539145990868,30.202068664823184,31.225201966954028,31,11.225201966954028
air_5c817ef28f236bdf,2017-04-20,22,32.053975458088935,33.30466840247802,30.809216791867776,32.05595355081158,32,10.05595355081158
air_5c817ef28f236bdf,2017-04-21,71,50.78428928404841,47.403706132378645,51.24894783364631,49.81231441669112,50,21.187685583308877
air_5c817ef28f236bdf,2017-04-22,97,77.35394958467268,77.27627141355963,85.1424979130038,79.9242396370787,80,17.0757603629213
air_a083834e7ffe187e,2017-03-14,14,16.182923522233207,16.235817736779005,13.395206095459335,15.271315784823848,15,1.271315784823848
air_a083834e7ffe187e,2017-03-15,18,17.434979440891638,17.277437914974055,18.585514167431,17.765977174432233,18,0.23402282556776655
air_a083834e7ffe187e,2017-03-16,8,14.09475865984185,15.42714209577697,18.051511464908405,15.857804073509074,16,7.857804073509074
air_a083834e7ffe187e,2017-03-17,43,47.59341414141412,44.376341397982856,50.47920120514718,47.48298558151472,47,4.482985581514718
air_a083834e7ffe187e,2017-03-18,34,33.488639754689736,34.065486498776124,32.583432040845864,33.37918609810391,33,0.6208139018960921
air_a083834e7ffe187e,2017-03-19,27,22.6670221916972,23.699828082767745,24.934131051201938,23.766993775222293,24,3.233006224777707
air_a083834e7ffe187e,2017-03-20,21,18.953138874360945,20.578274961709628,17.60064140784619,19.04401841463892,19,1.95598158536108
air_a083834e7ffe187e,2017-03-21,18,19.142780113677187,20.664238133848922,19.106722251718423,19.637913499748176,20,1.6379134997481763
air_a083834e7ffe187e,2017-03-22,39,37.88223965201459,32.45179096085989,42.215467199265234,37.51649927071323,38,1.4835007292867672
air_a083834e7ffe187e,2017-03-23,23,24.33409451659451,24.155388424501325,21.758409762772583,23.415964234622805,23,0.4159642346228054
air_a083834e7ffe187e,2017-03-24,47,48.33174285714285,44.06791884411282,59.53335896825491,50.64434022317019,51,3.6443402231701896
air_a083834e7ffe187e,2017-03-25,43,33.24167383689108,36.264919616210996,32.337174681697014,33.947922711599695,34,9.052077288400305
air_a083834e7ffe187e,2017-03-26,27,28.364184962259973,27.410169613246694,22.16087268699502,25.978409087500562,26,1.0215909124994376
air_a083834e7ffe187e,2017-03-27,32,30.921499206349207,26.627476535768867,31.226894137656306,29.591956626591458,30,2.4080433734085425
air_a083834e7ffe187e,2017-03-28,25,23.782970168067216,23.775468882378128,20.456798296275593,22.67174578224031,23,2.3282542177596888
air_a083834e7ffe187e,2017-03-29,40,19.65747579920081,20.641378184213153,15.30804843903691,18.535634140816956,19,21.464365859183044
air_a083834e7ffe187e,2017-03-31,32,38.20738023088023,36.25104184902575,40.691963253579324,38.38346177782844,38,6.383461777828437
air_a083834e7ffe187e,2017-04-01,31,29.42516998556997,32.4677647522421,21.17064352292605,27.687859420246042,28,3.312140579753958
air_a083834e7ffe187e,2017-04-02,15,26.160915450832682,25.567085739275093,17.680531697525964,23.136177629211247,23,8.136177629211247
air_a083834e7ffe187e,2017-04-03,9,15.153168983957212,14.765851192030485,10.121994666763328,13.347004947583676,13,4.347004947583676
air_a083834e7ffe187e,2017-04-04,8,13.931091991341992,14.586154432938383,11.421854814214166,13.313033746164846,13,5.313033746164846
air_a083834e7ffe187e,2017-04-05,15,18.417551998851298,17.37255227985317,20.436566215869952,18.742223498191475,19,3.742223498191475
air_a083834e7ffe187e,2017-04-06,11,20.846633200133198,20.492888655438865,21.94710730235573,21.095543052642597,21,10.095543052642597
air_a083834e7ffe187e,2017-04-07,52,44.221294588744556,42.899286354812375,62.08025977256593,49.73361357204095,50,2.2663864279590484
air_a083834e7ffe187e,2017-04-08,24,34.66555656565658,36.88069203693017,31.932365064382644,34.49287122232314,34,10.492871222323139
air_a083834e7ffe187e,2017-04-09,20,22.54851741553466,22.67425277991305,19.0520021239517,21.424924106466467,21,1.4249241064664666
air_a083834e7ffe187e,2017-04-10,16,15.063989471639468,15.37014798985504,8.89677957908976,13.110305680194756,13,2.889694319805244
air_a083834e7ffe187e,2017-04-11,22,21.129099067599075,20.23133833895325,19.16518137512717,20.17520626055983,20,1.824793739440171
air_a083834e7ffe187e,2017-04-12,2,16.98344893889618,17.138288867729752,18.661458409483682,17.594398738703205,18,15.594398738703205
air_a083834e7ffe187e,2017-04-13,12,19.12286582813323,19.564905867393062,15.111854382022637,17.93320869251631,18,5.93320869251631
air_a083834e7ffe187e,2017-04-14,42,43.999549999999985,39.31271368442657,45.73105495924596,43.01443954789084,43,1.014439547890838
air_a083834e7ffe187e,2017-04-15,24,36.52598809523807,34.93833389137555,34.31810876880481,35.26081025180614,35,11.260810251806141
air_a083834e7ffe187e,2017-04-16,25,25.80233343285066,26.503977965420827,20.050066959430737,24.11879278590074,24,0.8812072140992591
air_a083834e7ffe187e,2017-04-17,4,11.25119714533833,11.261212100109079,7.800445171824099,10.10428480575717,10,6.104284805757169
air_a083834e7ffe187e,2017-04-18,30,28.44104397759103,25.246752902979388,32.763472407741105,28.817089762770507,29,1.1829102372294926
air_a083834e7ffe187e,2017-04-19,11,16.75059516467215,17.176500602914125,11.143674100687269,15.02358995609118,15,4.023589956091181
air_a083834e7ffe187e,2017-04-20,3,15.396466820949938,16.458814148262114,12.302421786475792,14.719234251895948,15,11.719234251895948
air_a083834e7ffe187e,2017-04-21,53,47.013267460317444,44.2414967462632,56.29032362363465,49.181695943405096,49,3.8183040565949042
air_a083834e7ffe187e,2017-04-22,20,36.41452777777779,37.130846689068356,38.56167555705429,37.36901667463348,37,17.369016674633478
