air_store_id,visit_date,visitors,predicted_visitors,predicted_visitors_rounded,absolute_error
air_a083834e7ffe187e,2017-03-23,23,24.155388424501325,24,1.155388424501325
air_a083834e7ffe187e,2017-03-24,47,44.06791884411282,44,2.9320811558871824
air_a083834e7ffe187e,2017-03-25,43,36.264919616210996,36,6.735080383789004
air_a083834e7ffe187e,2017-03-26,27,27.410169613246694,27,0.4101696132466941
air_a083834e7ffe187e,2017-03-27,32,26.627476535768867,27,5.372523464231133
air_a083834e7ffe187e,2017-03-28,25,23.775468882378128,24,1.224531117621872
air_a083834e7ffe187e,2017-03-29,40,20.641378184213153,21,19.358621815786847
air_a083834e7ffe187e,2017-03-31,32,36.25104184902575,36,4.2510418490257535
air_a083834e7ffe187e,2017-04-01,31,32.4677647522421,32,1.467764752242097
air_a083834e7ffe187e,2017-04-02,15,25.567085739275093,26,10.567085739275093
air_a083834e7ffe187e,2017-04-03,9,14.765851192030485,15,5.765851192030485
air_a083834e7ffe187e,2017-04-04,8,14.586154432938383,15,6.5861544329383825
air_a083834e7ffe187e,2017-04-05,15,17.37255227985317,17,2.3725522798531706
air_a083834e7ffe187e,2017-04-06,11,20.492888655438865,20,9.492888655438865
air_a083834e7ffe187e,2017-04-07,52,42.899286354812375,43,9.100713645187625
air_a083834e7ffe187e,2017-04-08,24,36.88069203693017,37,12.88069203693017
air_a083834e7ffe187e,2017-04-09,20,22.67425277991305,23,2.6742527799130507
air_a083834e7ffe187e,2017-04-10,16,15.37014798985504,15,0.6298520101449601
air_a083834e7ffe187e,2017-04-11,22,20.23133833895325,20,1.7686616610467496
air_a083834e7ffe187e,2017-04-12,2,17.138288867729752,17,15.138288867729752
air_a083834e7ffe187e,2017-04-13,12,19.564905867393062,20,7.564905867393062
air_a083834e7ffe187e,2017-04-14,42,39.31271368442657,39,2.687286315573431
air_a083834e7ffe187e,2017-04-15,24,34.93833389137555,35,10.93833389137555
air_a083834e7ffe187e,2017-04-16,25,26.503977965420827,27,1.5039779654208267
air_a083834e7ffe187e,2017-04-17,4,11.261212100109079,11,7.261212100109079
air_a083834e7ffe187e,2017-04-18,30,25.246752902979388,25,4.753247097020612
air_a083834e7ffe187e,2017-04-19,11,17.176500602914125,17,6.176500602914125
air_a083834e7ffe187e,2017-04-20,3,16.458814148262114,16,13.458814148262114
air_a083834e7ffe187e,2017-04-21,53,44.2414967462632,44,8.758503253736798
air_a083834e7ffe187e,2017-04-22,20,37.130846689068356,37,17.130846689068356
