air_store_id,visit_date,visitors,predicted_visitors,predicted_visitors_rounded,absolute_error
air_36bcf77d3382d36e,2017-04-12,15,21.671830851244927,22,6.671830851244927
air_36bcf77d3382d36e,2017-04-13,12,21.130092480369235,21,9.130092480369235
air_36bcf77d3382d36e,2017-04-14,40,29.7748492063492,30,10.225150793650801
air_36bcf77d3382d36e,2017-04-15,66,56.20010777777778,56,9.79989222222222
air_36bcf77d3382d36e,2017-04-16,62,50.12160079365078,50,11.878399206349222
air_36bcf77d3382d36e,2017-04-17,24,21.71518391189556,22,2.2848160881044386
air_36bcf77d3382d36e,2017-04-18,13,21.009569841372066,21,8.009569841372066
air_36bcf77d3382d36e,2017-04-19,30,21.121424432407938,21,8.878575567592062
air_36bcf77d3382d36e,2017-04-20,19,21.865032559905945,22,2.865032559905945
air_36bcf77d3382d36e,2017-04-21,21,30.72689396825398,31,9.726893968253979
air_36bcf77d3382d36e,2017-04-22,50,55.291099206349244,55,5.291099206349244
air_5c817ef28f236bdf,2017-03-15,12,30.80704243297384,31,18.80704243297384
air_5c817ef28f236bdf,2017-03-16,30,34.45156295437807,34,4.451562954378069
air_5c817ef28f236bdf,2017-03-17,54,46.43007208864845,46,7.569927911351549
air_5c817ef28f236bdf,2017-03-18,71,81.00107659645498,81,10.001076596454979
air_5c817ef28f236bdf,2017-03-19,88,47.69398857336694,48,40.30601142663306
air_5c817ef28f236bdf,2017-03-20,35,37.61064173948185,38,2.6106417394818493
air_5c817ef28f236bdf,2017-03-21,4,30.795142633272526,31,26.795142633272526
air_5c817ef28f236bdf,2017-03-22,33,29.266600598013103,29,3.7333994019868975
air_5c817ef28f236bdf,2017-03-23,29,35.99906773166448,36,6.999067731664482
air_5c817ef28f236bdf,2017-03-24,70,48.33293100833577,48,21.66706899166423
air_5c817ef28f236bdf,2017-03-25,95,78.63887024724865,79,16.361129752751353
air_5c817ef28f236bdf,2017-03-26,33,48.860456538734944,49,15.860456538734944
air_5c817ef28f236bdf,2017-03-27,48,30.789036472766377,31,17.210963527233623
air_5c817ef28f236bdf,2017-03-28,21,31.920123393273393,32,10.920123393273393
air_5c817ef28f236bdf,2017-03-29,39,30.11093737844982,30,8.889062621550181
air_5c817ef28f236bdf,2017-03-30,36,34.96342960095462,35,1.036570399045381
air_5c817ef28f236bdf,2017-03-31,79,47.04761237034291,47,31.95238762965709
air_5c817ef28f236bdf,2017-04-01,67,78.99974860222697,79,11.999748602226973
air_5c817ef28f236bdf,2017-04-02,55,45.78771810966811,46,9.212281890331887
air_5c817ef28f236bdf,2017-04-03,21,30.445188682034445,30,9.445188682034445
air_5c817ef28f236bdf,2017-04-04,45,28.473878526222713,28,16.526121473777287
air_5c817ef28f236bdf,2017-04-05,44,29.656384698099192,30,14.343615301900808
air_5c817ef28f236bdf,2017-04-06,22,33.025633234618596,33,11.025633234618596
air_5c817ef28f236bdf,2017-04-07,56,41.84757517672773,42,14.15242482327227
air_5c817ef28f236bdf,2017-04-08,71,77.29493707943601,77,6.294937079436011
air_5c817ef28f236bdf,2017-04-09,40,53.15268619241457,53,13.15268619241457
air_5c817ef28f236bdf,2017-04-10,26,28.58778723741595,29,2.5877872374159487
air_5c817ef28f236bdf,2017-04-11,23,27.384011712893468,27,4.384011712893468
air_5c817ef28f236bdf,2017-04-12,44,30.405697367567285,30,13.594302632432715
air_5c817ef28f236bdf,2017-04-13,19,32.6769267704559,33,13.6769267704559
air_5c817ef28f236bdf,2017-04-14,55,48.987779294995306,49,6.012220705004694
air_5c817ef28f236bdf,2017-04-15,69,80.61136656759493,81,11.611366567594928
air_5c817ef28f236bdf,2017-04-16,60,49.5928173878424,50,10.407182612157598
air_5c817ef28f236bdf,2017-04-17,18,28.627776685576436,29,10.627776685576436
air_5c817ef28f236bdf,2017-04-18,30,30.63995033121227,31,0.639950331212269
air_5c817ef28f236bdf,2017-04-19,20,31.319622636952094,31,11.319622636952094
air_5c817ef28f236bdf,2017-04-20,22,32.053975458088935,32,10.053975458088935
air_5c817ef28f236bdf,2017-04-21,71,50.78428928404841,51,20.215710715951587
air_5c817ef28f236bdf,2017-04-22,97,77.35394958467268,77,19.646050415327323
air_a083834e7ffe187e,2017-03-14,14,16.182923522233207,16,2.1829235222332066
air_a083834e7ffe187e,2017-03-15,18,17.434979440891638,17,0.5650205591083619
air_a083834e7ffe187e,2017-03-16,8,14.09475865984185,14,6.094758659841849
air_a083834e7ffe187e,2017-03-17,43,47.59341414141412,48,4.593414141414122
air_a083834e7ffe187e,2017-03-18,34,33.488639754689736,33,0.5113602453102644
air_a083834e7ffe187e,2017-03-19,27,22.6670221916972,23,4.3329778083028
air_a083834e7ffe187e,2017-03-20,21,18.953138874360945,19,2.0468611256390545
air_a083834e7ffe187e,2017-03-21,18,19.142780113677187,19,1.142780113677187
air_a083834e7ffe187e,2017-03-22,39,37.88223965201459,38,1.11776034798541
air_a083834e7ffe187e,2017-03-23,23,24.33409451659451,24,1.3340945165945115
air_a083834e7ffe187e,2017-03-24,47,48.33174285714285,48,1.3317428571428493
air_a083834e7ffe187e,2017-03-25,43,33.24167383689108,33,9.758326163108919
air_a083834e7ffe187e,2017-03-26,27,28.364184962259973,28,1.3641849622599729
air_a083834e7ffe187e,2017-03-27,32,30.921499206349207,31,1.078500793650793
air_a083834e7ffe187e,2017-03-28,25,23.782970168067216,24,1.2170298319327841
air_a083834e7ffe187e,2017-03-29,40,19.65747579920081,20,20.34252420079919
air_a083834e7ffe187e,2017-03-31,32,38.20738023088023,38,6.207380230880233
air_a083834e7ffe187e,2017-04-01,31,29.42516998556997,29,1.574830014430031
air_a083834e7ffe187e,2017-04-02,15,26.160915450832682,26,11.160915450832682
air_a083834e7ffe187e,2017-04-03,9,15.153168983957212,15,6.153168983957212
air_a083834e7ffe187e,2017-04-04,8,13.931091991341992,14,5.931091991341992
air_a083834e7ffe187e,2017-04-05,15,18.417551998851298,18,3.417551998851298
air_a083834e7ffe187e,2017-04-06,11,20.846633200133198,21,9.846633200133198
air_a083834e7ffe187e,2017-04-07,52,44.221294588744556,44,7.778705411255444
air_a083834e7ffe187e,2017-04-08,24,34.66555656565658,35,10.66555656565658
air_a083834e7ffe187e,2017-04-09,20,22.54851741553466,23,2.5485174155346613
air_a083834e7ffe187e,2017-04-10,16,15.063989471639468,15,0.9360105283605318
air_a083834e7ffe187e,2017-04-11,22,21.129099067599075,21,0.8709009324009251
air_a083834e7ffe187e,2017-04-12,2,16.98344893889618,17,14.983448938896181
air_a083834e7ffe187e,2017-04-13,12,19.12286582813323,19,7.122865828133229
air_a083834e7ffe187e,2017-04-14,42,43.999549999999985,44,1.999549999999985
air_a083834e7ffe187e,2017-04-15,24,36.52598809523807,37,12.52598809523807
air_a083834e7ffe187e,2017-04-16,25,25.80233343285066,26,0.8023334328506593
air_a083834e7ffe187e,2017-04-17,4,11.25119714533833,11,7.251197145338329
air_a083834e7ffe187e,2017-04-18,30,28.44104397759103,28,1.558956022408971
air_a083834e7ffe187e,2017-04-19,11,16.75059516467215,17,5.7505951646721485
air_a083834e7ffe187e,2017-04-20,3,15.396466820949938,15,12.396466820949938
air_a083834e7ffe187e,2017-04-21,53,47.013267460317444,47,5.986732539682556
air_a083834e7ffe187e,2017-04-22,20,36.41452777777779,36,16.414527777777792
